id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated 
adzcoin,Adzcoin,ADZ,746,0.0252642,0.00000376,4420.05,1097064.0,43423677.0,43423677.0,84000000.0,0.0,6.16,-6.82,1523347747
miners-reward-token,Miners' Reward Token,MRT,747,0.107395,0.00001597,10674.0,1073950.0,10000000.0,10000000.0,,-1.78,-9.39,-16.4,1523347750
drp-utility,DRP Utility,DRPU,748,0.300318,0.00004465,2605.41,1060234.0,3530373.0,3530373.0,,0.22,-3.6,-9.47,1523347760
interstellar-holdings,Interstellar Holdings,HOLD,749,0.00416974,0.00000062,3559.64,1056517.0,253377280.0,292908393.0,2000000000.0,0.17,-11.32,-19.27,1523347756
digitalprice,DigitalPrice,DP,750,0.0541807,0.00000806,2734.85,1044938.0,19286174.0,26786175.0,,0.35,-16.55,-20.16,1523347743
sagacoin,SagaCoin,SAGA,751,0.544812,0.00008101,24944.4,1036969.0,1903352.0,4003352.0,42000000.0,0.03,-7.11,-35.72,1523347757
eltcoin,ELTCOIN,ELTCOIN,752,0.0114658,0.00000170,1664.52,1031922.0,90000000.0,100000000.0,,1.53,-7.58,-3.26,1523347756
unitus,Unitus,UIS,753,0.0219248,0.00000326,3505.41,1025771.0,46785866.0,46785866.0,,11.07,4.18,6.59,1523347743
wandx,WandX,WAND,754,0.0832241,0.00001237,807.102,1019007.0,12244135.0,16013284.0,,0.16,2.99,29.08,1523347757
neverdie,NEVERDIE,NDC,755,0.0242132,0.00000360,845.398,992843.0,41004200.0,400000000.0,,5.12,-23.75,-8.48,1523347752
incakoin,IncaKoin,NKA,756,0.0000684929,0.00000001,817.833,946878.0,13824475011.0,13826475011.0,,0.14,-12.76,-53.12,1523347745
zetacoin,Zetacoin,ZET,757,0.00550403,0.00000082,4966.72,923928.0,167863867.0,167863867.0,,-4.32,-20.42,-17.67,1523347741
worldcoin,WorldCoin,WDC,758,0.00773422,0.00000115,2401.27,920980.0,119078575.0,119078575.0,,0.02,-8.62,-7.89,1523347740
embers,Embers,MBRS,759,0.0183744,0.00000273,2666.04,918693.0,49998555.0,50000000.0,,0.08,-12.0,-13.92,1523347751
arcticcoin,ArcticCoin,ARC,760,0.0369243,0.00000549,6780.76,911593.0,24688171.0,24688171.0,,4.73,-2.33,-19.12,1523347747
sovereign-hero,Sovereign Hero,HERO,761,187.521,0.0278825,594.44,895038.0,4773.0,4773.0,,-0.25,-5.84,-2.05,1523347751
student-coin,bitJob,STU,762,0.0181576,0.00000270,355344.0,872364.0,48043991.0,200000000.0,,0.12,-4.3,-14.72,1523347756
argentum,Argentum,ARG,763,0.0929449,0.00001382,1506.95,862889.0,9283873.0,9283873.0,,0.19,-6.88,-31.32,1523347741
dfscoin,DFSCoin,DFS,764,0.0493124,0.00000733,21520.2,861113.0,17462402.0,45904195.0,210000000.0,0.88,-14.36,12.04,1523347753
authorship,Authorship,ATS,765,0.0105861,0.00000157,12023.9,846888.0,80000000.0,100000000.0,,3.47,-4.97,4.25,1523347754
moin,Moin,MOIN,766,0.112025,0.00001666,1303.66,843497.0,7529540.0,7529540.0,,0.13,-8.41,-13.95,1523347745
netko,Netko,NETKO,767,0.163636,0.00002433,1268.91,842347.0,5147690.0,5147690.0,,0.17,4.35,22.71,1523347749
straks,STRAKS,STAK,768,0.261709,0.00003891,2116.77,825033.0,3152483.0,43065610.0,150000000.0,-0.01,-2.21,-23.54,1523347758
insanecoin-insn,InsaneCoin,INSN,769,0.0433624,0.00000645,547.658,816236.0,18823585.0,19073585.0,30000000.0,0.2,-4.53,-13.35,1523347749
platinumbar,PlatinumBAR,XPTX,770,1.10379,0.00016412,1252.85,799924.0,724707.0,724707.0,,0.16,4.01,-5.8,1523347746
magiccoin,MagicCoin,MAGE,771,0.107741,0.00001602,562.328,792462.0,7355253.0,11105253.0,,0.21,-5.83,-7.65,1523347756
petrodollar,PetroDollar,XPD,772,0.012267,0.00000182,4953.02,785006.0,63993275.0,63993275.0,,0.19,-14.54,-28.85,1523347742
bytecent,Bytecent,BYC,773,0.376622,0.00005600,11880.6,781867.0,2075999.0,2075999.0,,-0.04,0.07,-16.8,1523347744
kolion,Kolion,KLN,774,1.11533,0.00016584,11548.4,781315.0,700524.0,1000000.0,,0.07,-6.06,-9.84,1523347753
canada-ecoin,Canada eCoin,CDN,775,0.00792549,0.00000118,847.34,772066.0,97415544.0,97415544.0,,0.18,-1.73,-23.54,1523347742
peepcoin,PeepCoin,PCN,776,0.0000663762,0.000000010,24465.5,769177.0,11588137959.0,50788137959.0,,0.77,-8.07,39.25,1523347751
ace,Ace,ACE,777,0.19385,0.00002882,308068.0,764082.0,3941615.0,14476036.0,,-0.08,-3.68,-21.27,1523347758
draftcoin,DraftCoin,DFT,778,0.0976207,0.00001452,13203.6,755779.0,7741993.0,17741993.0,,-0.22,-12.69,-20.98,1523347745
nushares,NuShares,NSR,779,0.000268758,0.00000004,5255.33,746502.0,2777600756.0,3134648141.0,,0.17,-11.28,20.05,1523347744
zennies,Zennies,ZENI,780,0.000740139,0.00000011,3139.6,740741.0,1000812836.0,1000812836.0,,0.21,-5.67,-15.41,1523347749
deutsche-emark,Deutsche eMark,DEM,781,0.0201012,0.00000299,8073.83,737259.0,36677341.0,43659317.0,,-0.64,30.08,10.79,1523347742
vivo,VIVO,VIVO,782,0.447069,0.00006647,11824.3,733627.0,1640970.0,2460970.0,,1.91,0.85,-34.22,1523347755
photon,Photon,PHO,783,0.0000326136,0.000000005,1149.13,727712.0,22313130920.0,22313130920.0,,3.5,17.29,-17.13,1523347742
unify,Unify,UNIFY,784,0.0405504,0.00000603,6041.65,724264.0,17860831.0,17860831.0,19276800.0,9.46,-23.35,-12.57,1523347752
cryptocarbon,CryptoCarbon,CCRB,785,0.198967,0.00002958,2763.43,708743.0,3562111.0,70000000.0,70000000.0,0.33,-3.19,-11.16,1523347748
wild-crypto,Wild Crypto,WILD,786,0.0288411,0.00000429,8483.07,702957.0,24373456.0,100000000.0,,-16.87,-31.32,-39.66,1523347754
legends-room,Legends Room,LGD,787,0.351323,0.00005224,5001.98,702646.0,2000000.0,30000000.0,,0.96,-4.52,-6.59,1523347750
shekel,Shekel,JEW,788,0.00739256,0.00000110,832.724,674733.0,91271833.0,91271833.0,,-3.78,-1.05,-13.67,1523347760
suretly,Suretly,SUR,789,3.02943,0.00045045,2355.49,670985.0,221489.0,237614.0,,-1.46,-0.13,26.76,1523347753
centra,Centra,CTR,790,0.00967007,0.00000144,315393.0,657565.0,68000000.0,98272765.0,,-2.13,-40.15,-91.9,1523347752
soma,Soma,SCT,791,0.151658,0.00002255,2383.83,654626.0,4316465.0,14418075.0,,0.17,-9.17,12.18,1523347757
ganjacoin,GanjaCoin,MRJA,792,0.0446566,0.00000664,2931.97,642340.0,14383999.0,14383999.0,42000000.0,0.17,-15.39,-33.5,1523347743
crowdcoin,CrowdCoin,CRC,793,0.457424,0.00006801,8321.33,635499.0,1389300.0,1739300.0,,-2.66,-14.77,-41.97,1523347757
commodity-ad-network,Commodity Ad Network,CDX,794,0.0194447,0.00000289,570.688,632925.0,32550000.0,120000000.0,,-8.39,-33.54,-30.57,1523347758
dinastycoin,Dinastycoin,DCY,795,0.000403524,0.00000006,525.898,624447.0,1547484515.0,1547484515.0,,0.17,-18.05,-12.29,1523347751
tigereum,Tigereum,TIG,796,0.103715,0.00001542,818.636,610445.0,5885790.0,12563794.0,,-0.04,3.44,-26.55,1523347760
fujicoin,FujiCoin,FJC,797,0.000460125,0.00000007,1575.57,603198.0,1310942755.0,1310942755.0,10000000000.0,-10.4,-0.88,-17.62,1523347744
digitalcoin,Digitalcoin,DGC,798,0.0208184,0.00000310,2338.16,596943.0,28673828.0,28673828.0,48166000.0,0.89,-8.76,1.4,1523347740
happycoin,Happycoin,HPC,799,0.0423096,0.00000629,11697.5,596795.0,14105430.0,14105430.0,100000000.0,0.16,-2.99,-54.84,1523347749
high-voltage,High Voltage,HVCO,800,0.396033,0.00005889,11464.0,591741.0,1494171.0,1694171.0,,-2.97,-8.73,20.03,1523347748
iethereum,iEthereum,IETH,801,0.0327495,0.00000487,4561.67,588902.0,17982000.0,18000000.0,,0.25,-4.15,38.88,1523347755
megacoin,Megacoin,MEC,802,0.0153402,0.00000228,5625.7,567659.0,37004675.0,37004675.0,42000000.0,-3.52,-7.33,-13.2,1523347740
startcoin,Startcoin,START,803,0.0125678,0.00000187,5491.7,566554.0,45079785.0,70782220.0,,0.83,-9.09,-16.65,1523347744
arbitragect,ArbitrageCT,ARCT,804,0.00641368,0.00000095,2793.41,550182.0,85782612.0,151856612.0,,-1.75,-9.11,-11.7,1523347759
equal,Equal,EQL,805,0.00168132,0.00000025,7221.48,541308.0,321953929.0,797591445.0,,0.17,-16.78,-19.42,1523347760
accelerator-network,Accelerator Network,ACC,806,1.64287,0.00024428,2013.24,538995.0,328082.0,431676.0,,-0.08,5.81,-46.37,1523347757
billionaire-token,Billionaire Token,XBL,807,0.162441,0.00002415,1173.14,530902.0,3268274.0,3315270.0,3315372.0,11.13,-7.54,-9.21,1523347754
fastcoin,Fastcoin,FST,808,0.0033627,0.00000050,5218.96,527653.0,156913424.0,156913424.0,165888000.0,0.17,-8.55,-44.04,1523347740
roulettetoken,RouletteToken,RLT,809,0.0507807,0.00000755,7946.22,518847.0,10217409.0,10218132.0,,3.6,-5.38,-13.45,1523347750
bitradio,Bitradio,BRO,810,0.0825083,0.00001227,916.849,518113.0,6279527.0,11279531.0,,2.27,-5.67,-14.17,1523347752
ethersportz,EtherSportz,ESZ,811,0.0970016,0.00001442,15871.0,482520.0,4974347.0,10000000.0,,-0.13,-27.12,-41.93,1523347760
bata,Bata,BTA,812,0.0957761,0.00001424,6711.24,479945.0,5011110.0,5011110.0,10000000.0,-1.99,-22.32,-47.91,1523347744
kubera-coin,Kubera Coin,KBR,813,0.00402388,0.00000060,5702.73,460426.0,114423294.0,1162102077.0,,0.01,-12.77,-13.48,1523347757
op-coin,OP Coin,OPC,814,0.00314371,0.00000047,29159.0,448834.0,142772093.0,154014087.0,2000000000.0,-6.43,-14.31,0.52,1523347758
goldblocks,GoldBlocks,GB,815,0.028831,0.00000429,2646.09,446941.0,15502098.0,15502098.0,,-9.6,-27.11,4.27,1523347746
ethereumcash,Ethereum Cash,ECASH,816,0.0309368,0.00000460,1085.32,436209.0,14100000.0,15000000.0,,0.17,5.53,-18.55,1523347754
bitsilver,bitSilver,BITSILVER,817,19.9957,0.00297316,1441.29,435542.0,21782.0,21782.0,,-0.34,-1.78,-4.76,1523347745
macron,MACRON,MCRN,818,0.00107295,0.00000016,1780.86,430705.0,401421401.0,401421401.0,,-4.07,96.08,182.01,1523347749
tittiecoin,TittieCoin,TTC,819,0.00033627,0.00000005,699.331,423638.0,1259816434.0,1259816434.0,,0.17,-21.3,-1.31,1523347743
copico,Copico,XCPO,820,0.0268945,0.00000400,850.62,423499.0,15746668.0,22940540.0,,0.14,-2.48,-10.15,1523347757
centurion,Centurion,CNT,821,0.00570288,0.00000085,4601.5,421317.0,73877869.0,78877869.0,250000000.0,50.62,13.67,-42.73,1523347749
bitcoin-scrypt,Bitcoin Scrypt,BTCS,822,0.0246822,0.00000367,806.557,418915.0,16972350.0,16972350.0,,5.04,-17.99,-3.82,1523347741
cryptonite,Cryptonite,XCN,823,0.00100881,0.00000015,831.573,409062.0,405489651.0,405489651.0,,0.17,-5.71,-1.44,1523347743
opal,Opal,OPAL,824,0.0269679,0.00000401,5416.09,408477.0,15146801.0,15146801.0,,-7.86,-2.05,4.33,1523347743
elcoin-el,Elcoin,EL,825,0.0360516,0.00000536,698.45,404101.0,11208967.0,20935289.0,,-4.35,-6.75,-10.97,1523347746
manna,Manna,MANNA,826,0.00914654,0.00000136,736.553,399458.0,43673073.0,10043673073.0,,0.83,-2.17,-18.2,1523347745
tekcoin,TEKcoin,TEK,827,0.000263963,0.00000004,1076.87,373258.0,1414054562.0,1414054562.0,,0.19,-7.48,-9.64,1523347742
leviarcoin,LeviarCoin,XLC,828,0.0324164,0.00000482,2128.27,367265.0,11329614.0,11329614.0,54000000.0,0.2,19.86,-5.66,1523347751
nyancoin,Nyancoin,NYAN,829,0.00114309,0.00000017,752.883,364565.0,318929301.0,318929301.0,337000000.0,0.17,-5.73,-7.98,1523347741
bitair,Bitair,BTCA,830,0.000515515,0.00000008,1916.14,360861.0,700000000.0,1000000000.0,,0.08,-20.53,-18.06,1523347757
phoenixcoin,Phoenixcoin,PXC,831,0.00544757,0.00000081,2227.51,356690.0,65476938.0,65476938.0,,0.17,-8.72,-8.7,1523347740
litecoin-plus,Litecoin Plus,LCP,832,0.277019,0.00004119,2507.07,349399.0,1261283.0,1261283.0,4000000.0,0.17,-1.69,-14.38,1523347743
aquariuscoin,AquariusCoin,ARCO,833,0.208489,0.00003100,5109.36,349357.0,1675661.0,1675661.0,,0.19,-6.03,-1.7,1523347747
whalecoin,WhaleCoin,WHL,834,0.04156,0.00000618,59266.2,346755.0,8343484.0,8343484.0,,1.16,0.78,-22.28,1523347754
erc20,ERC20,ERC20,835,0.000218153,0.00000003,4342.59,343535.0,1574741156.0,1693691126.0,,-0.07,-16.26,-21.66,1523347756
mojocoin,MojoCoin,MOJO,836,0.0280276,0.00000417,1604.26,341644.0,12189552.0,12189552.0,,0.17,-7.16,-26.93,1523347746
glasscoin,GlassCoin,GLS,837,0.110835,0.00001648,618.351,336257.0,3033851.0,5484826.0,,0.17,0.08,22.83,1523347757
qbic,Qbic,QBIC,838,0.265219,0.00003944,3842.99,325191.0,1226121.0,1968013.0,52500000.0,0.65,-6.62,-1.42,1523347760
minereum,Minereum,MNE,839,0.124998,0.00001859,2840.15,323930.0,2591483.0,2591483.0,,-1.39,-20.25,-12.05,1523347750
kurrent,Kurrent,KURT,840,0.00526339,0.00000078,842.744,322987.0,61364813.0,72764813.0,228000000.0,2.23,-1.2,22.76,1523347748
rimbit,Rimbit,RBT,841,0.00161582,0.00000024,1538.83,319255.0,197581050.0,401578118.0,,4.28,-9.22,-4.28,1523347744
abjcoin,Abjcoin,ABJ,842,0.0386083,0.00000574,781.983,319105.0,8265187.0,9265207.0,,5.15,105.27,-17.13,1523347756
bitdeal,Bitdeal,BDL,843,0.00181586,0.00000027,6113.65,318836.0,175583793.0,219596262.0,300000000.0,0.17,-16.55,-51.81,1523347751
mao-zedong,Mao Zedong,MAO,844,0.0501042,0.00000745,543.131,313298.0,6252930.0,6252930.0,,0.17,-5.07,-12.24,1523347752
cryptojacks,Cryptojacks,CJ,845,0.000752384,0.00000011,2394.78,305896.0,406568581.0,406568581.0,,0.08,3.86,-12.63,1523347747
galactrum,Galactrum,ORE,846,0.336768,0.00005007,2414.67,299165.0,888342.0,1705890.0,,0.17,-7.5,-14.76,1523347759
nexxus,Nexxus,NXX,847,0.0157981,0.00000235,32154.7,289469.0,18323007.0,318000000.0,,-0.08,,39.06,1523347752
steneum-coin,Steneum Coin,STN,848,0.110968,0.00001650,3774.38,288413.0,2599063.0,5753907.0,20000000.0,0.15,10.01,13.45,1523347758
ethereum-gold,Ethereum Gold,ETG,849,0.0239987,0.00000357,2062.11,287984.0,12000000.0,24000000.0,,-8.58,0.22,-6.97,1523347755
garlicoin,Garlicoin,GRLC,850,0.03415,0.00000508,3975.73,282795.0,8280972.0,8453373.0,69000000.0,0.12,-16.34,-18.51,1523347760
daxxcoin,DaxxCoin,DAXX,851,0.000538032,0.00000008,1032.52,277025.0,514884850.0,539884850.0,,-10.96,-8.49,-7.99,1523347751
bitcoin-red,Bitcoin Red,BTCRED,852,0.0133776,0.00000199,834.273,274910.0,20550001.0,21000000.0,,-10.79,-11.04,-16.8,1523347755
bitcoinfast,Bitcoin Fast,BCF,853,0.0252202,0.00000375,1516.22,267460.0,10604998.0,13771906.0,,0.17,-7.37,-3.11,1523347743
crystal-clear,Crystal Clear ,CCT,854,0.0515427,0.00000766,2180.77,264058.0,5123099.0,6924060.0,10000000.0,4.41,-13.86,-7.99,1523347754
sugar-exchange,Sugar Exchange,SGR,855,0.0738899,0.00001099,9528.41,258615.0,3500000.0,80000000.0,,0.06,-4.56,-8.51,1523347756
trackr,CryptoInsight,TKR,856,0.0198469,0.00000295,2131.95,248677.0,12529747.0,12529747.0,,3.41,-13.86,-3.57,1523347753
postcoin,PostCoin,POST,857,0.0154657,0.00000230,670.331,245413.0,15868233.0,15868233.0,,-0.37,-7.3,-17.51,1523347746
cannacoin,CannaCoin,CCN,858,0.051113,0.00000760,770.536,240310.0,4701536.0,4701536.0,,0.19,-3.19,-8.74,1523347742
onix,Onix,ONX,859,0.00874301,0.00000130,15932.9,239845.0,27432814.0,103181030.0,,-4.75,-14.09,-14.32,1523347750
aerium,Aerium,AERM,860,0.00247388,0.00000037,593.42,237925.0,96174765.0,160694710.0,500000000.0,0.15,-4.28,-8.56,1523347756
evil-coin,Evil Coin,EVIL,861,0.011084,0.00000165,4325.09,232990.0,21020383.0,21020383.0,,-10.11,-21.74,8.68,1523347746
philosopher-stones,Philosopher Stones,PHS,862,0.0380657,0.00000566,714.884,228940.0,6014340.0,6014340.0,,0.17,-31.27,-2.06,1523347741
helleniccoin,Helleniccoin,HNC,863,0.00343965,0.00000051,578.051,228129.0,66323381.0,66323381.0,100000000.0,0.15,-5.54,-14.15,1523347745
cartaxi-token,CarTaxi Token,CTX,864,0.00565432,0.00000084,1897.13,225767.0,39928144.0,59928144.0,,-1.13,2.8,-49.21,1523347755
blakecoin,Blakecoin,BLC,865,0.0146862,0.00000218,811.102,222095.0,15122697.0,15122697.0,,-0.05,-10.91,6.19,1523347742
quebecoin,Quebecoin,QBC,866,0.0137871,0.00000205,826.39,214924.0,15588776.0,36375376.0,42000000.0,3.19,-5.71,-5.74,1523347743
gpu-coin,GPU Coin,GPU,867,0.00524581,0.00000078,20200.3,212335.0,40477042.0,51530001.0,,-5.86,57.78,167.25,1523347746
nekonium,Nekonium,NUKO,868,0.017486,0.00000260,506.556,209847.0,12000829.0,21606559.0,,4.18,14.48,-9.74,1523347757
marscoin,Marscoin,MARS,869,0.00739793,0.00000110,516.162,209207.0,28279074.0,28279074.0,,0.19,-7.09,19.95,1523347742
octanox,Octanox,OTX,870,0.0242114,0.00000360,610.935,205797.0,8500001.0,8500001.0,,0.17,-10.1,-32.5,1523347751
pakcoin,Pakcoin,PAK,871,0.00393424,0.00000058,1048.45,205540.0,52244000.0,52244000.0,182000000.0,-2.45,-9.03,-12.64,1523347745
speedcash,Speedcash,SCS,872,0.435793,0.00006480,1676.89,192040.0,440667.0,476918.0,,-2.21,-29.32,-41.94,1523347751
bolivarcoin,Bolivarcoin,BOLI,873,0.0195827,0.00000291,706.692,191415.0,9774675.0,9774675.0,25000000.0,0.15,-8.05,0.05,1523347745
hicoin,HiCoin,XHI,874,0.00100881,0.00000015,34451.1,191402.0,189729990.0,10000244678.0,,0.17,-7.67,-21.28,1523347746
globaltoken,GlobalToken,GLT,875,0.00666716,0.00000099,1268.95,186488.0,27971200.0,27971200.0,168000000.0,0.1,16.43,10.32,1523347751
emerald,Emerald Crypto,EMD,876,0.00968457,0.00000144,504.716,185141.0,19117129.0,19117129.0,,0.17,-7.65,-6.28,1523347741
ronpaulcoin,RonPaulCoin,RPC,877,0.201444,0.00002995,1597.74,184116.0,913980.0,913980.0,,2.28,-9.3,35.36,1523347741
fujinto,Fujinto,NTO,878,0.0026707,0.00000040,1240.92,175739.0,65802448.0,400000000.0,,3.97,-19.49,-17.18,1523347753
revolvercoin,RevolverCoin,XRE,879,0.0077342,0.00000115,527.954,175404.0,22679056.0,22679056.0,,-2.96,-6.52,8.07,1523347746
300-token,300 Token,300,880,564.933,0.0839999,612.612,169480.0,300.0,300.0,300.0,0.17,-3.54,-4.4,1523347752
sterlingcoin,Sterlingcoin,SLG,881,0.0392922,0.00000584,783.567,166049.0,4225992.0,4225992.0,,-16.3,-41.33,-39.95,1523347744
zcash-gold,Zlancer,ZCG,882,0.0818924,0.00001218,1412.9,164408.0,2007615.0,2500000.0,,0.34,-18.0,-13.45,1523347756
phantomx,Phantomx,PNX,883,0.0102754,0.00000153,850.351,159321.0,15505086.0,15505086.0,,2.6,-10.44,-36.0,1523347756
influxcoin,Influxcoin,INFX,884,0.0941555,0.00001400,709.805,157558.0,1673383.0,1673383.0,,14.57,-3.36,-7.12,1523347745
impact,Impact,IMX,885,0.00141233,0.00000021,501.235,154859.0,109647579.0,109647579.0,,0.17,-5.71,61.16,1523347749
stronghands,StrongHands,SHND,886,0.0000002879,0.00000000004,14828.3,154736.0,537505773562,18984246847200,,0.66,7.29,1.73,1523347745
808coin,808Coin,808,887,0.0000379398,0.000000006,2238.31,150932.0,3978187849.0,3978187849.0,,0.21,-3.93,-14.07,1523347747
biteur,bitEUR,BITEUR,888,1.39056,0.00020676,2125.39,149772.0,107706.0,107706.0,,3.87,5.17,3.11,1523347745
ethereum-dark,Ethereum Dark,ETHD,889,0.0992222,0.00001475,2539.47,148833.0,1500000.0,3019862.0,4200000.0,-0.4,-2.94,-24.12,1523347753
tokugawa,Tokugawa,TOK,890,0.147219,0.00002189,4205.14,144899.0,984244.0,1021644.0,,0.26,-11.03,-38.76,1523347757
desire,Desire,DSR,891,0.13767,0.00002047,14920.2,139410.0,1012637.0,1772559.0,,-0.76,-8.57,-2.88,1523347756
senderon,Senderon,SDRN,892,0.00309368,0.00000046,1309.95,135883.0,43922901.0,45625900.0,,0.17,-11.48,-19.15,1523347754
parkbyte,ParkByte,PKB,893,0.0271706,0.00000404,4363.32,129441.0,4764026.0,4764026.0,,-6.86,-54.23,-73.79,1523347744
mustangcoin,MustangCoin,MST,894,0.201919,0.00003002,796.21,127278.0,630343.0,630343.0,3000000.0,0.17,-4.89,0.77,1523347747
pioneer-coin,Pioneer Coin,PCOIN,895,0.0438496,0.00000652,1202.41,114769.0,2617323.0,3512756.0,23000000.0,0.37,-6.36,-11.31,1523347757
virta-unique-coin,Virta Unique Coin,VUC,896,0.00178116,0.00000026,2645.01,110151.0,61842375.0,61842375.0,120000000.0,21.26,29.72,48.21,1523347751
redcoin,RedCoin,RED,897,0.00147959,0.00000022,735.704,109649.0,74107896.0,74107896.0,,0.19,-30.86,-33.76,1523347742
chancoin,ChanCoin,CHAN,898,0.0131951,0.00000196,669.732,105731.0,8012915.0,8012915.0,27000000.0,0.19,-11.07,-27.33,1523347753
litebitcoin,LiteBitcoin,LBTC,899,0.00362864,0.00000054,4313.37,105014.0,28940333.0,172585874.0,1000000000.0,5.55,-3.32,-7.53,1523347752
vaperscoin,VapersCoin,VPRC,900,0.000134508,0.00000002,10333.4,104933.0,780124964.0,1635124964.0,,0.17,33.21,-5.25,1523347747
soilcoin,SOILcoin,SOIL,901,0.0174188,0.00000259,8893.09,99323.0,5702048.0,5702048.0,,-2.06,40.43,27.89,1523347746
trident,Trident Group,TRDT,902,0.0997821,0.00001484,893.003,93349.0,935524.0,3000000.0,,0.17,-8.37,40.02,1523347758
cabbage,Cabbage,CAB,903,0.00860851,0.00000128,748.826,90389.0,10499996.0,10499996.0,,-1.37,-13.91,-56.83,1523347746
zetamicron,ZetaMicron,ZMC,904,0.000134508,0.00000002,736.609,80751.0,600344291.0,600344291.0,,0.21,-22.84,-7.91,1523347747
beatcoin,Beatcoin,XBTS,905,0.0493531,0.00000734,603.153,75248.0,1524686.0,2524686.0,,-1.48,22.32,29.91,1523347748
allsafe,AllSafe,ASAFE2,906,0.00890596,0.00000132,843.813,73032.0,8200310.0,8200310.0,15000000.0,0.18,8.55,-48.01,1523347748
credence-coin,Credence Coin,CRDNC,907,0.0200364,0.00000298,538.308,68665.0,3427006.0,9227006.0,25000000.0,-0.11,-6.85,62.21,1523347755
homeblockcoin,HomeBlockCoin,HBC,908,0.0130849,0.00000195,7288.33,65425.0,5000000.0,9529146.0,28000000.0,-1.49,-21.66,-45.72,1523347758
coinonat,Coinonat,CXT,909,0.00756472,0.00000112,514.913,65232.0,8623200.0,10123200.0,,-0.27,-14.9,-13.0,1523347750
eryllium,Eryllium,ERY,910,0.0114347,0.00000170,1140.75,64221.0,5616315.0,15616315.0,,0.17,-12.0,-26.7,1523347749
master-swiscoin,Master Swiscoin,MSCN,911,0.00121826,0.00000018,537.898,54996.0,45143320.0,1007255720.0,,0.2,-3.32,-7.47,1523347748
virtacoinplus,Virtacoinplus,XVP,912,0.00463505,0.00000069,1590.64,50655.0,10928643.0,10928643.0,,15.47,-58.14,-58.2,1523347748
songcoin,SongCoin,SONG,913,0.00134508,0.00000020,683.469,43803.0,32565300.0,32565300.0,,-2.23,-11.88,-29.68,1523347744
litecoin-ultra,LiteCoin Ultra,LTCU,914,0.0391276,0.00000582,3209.93,39988.0,1022000.0,8522000.0,,8.6,19.5,6.59,1523347753
geertcoin,GeertCoin,GEERT,915,0.00782713,0.00000116,10173.2,39849.0,5091200.0,5091200.0,,0.21,22.9,38.54,1523347749
vector,VectorAI,VEC2,916,0.00215213,0.00000032,3898.65,36884.0,17138168.0,17138168.0,,-1.17,11.75,12.42,1523347745
royal-kingdom-coin,Royal Kingdom Coin,RKC,917,0.0119676,0.00000178,1593.82,32313.0,2700000.0,15000000.0,,0.49,-10.28,-10.57,1523347755
gbcgoldcoin,GBCGoldCoin,GBC,918,0.0024335,0.00000036,855.049,27649.0,11361817.0,11361817.0,,0.01,-0.63,-12.81,1523347745
women,WomenCoin,WOMEN,919,0.000388794,0.00000006,7813.88,17193.0,44220400.0,44220400.0,25000000000.0,0.22,-3.13,-20.32,1523347751
coupecoin,Coupecoin,COUPE,920,0.0000580526,0.000000009,1114.55,12672.0,218281462.0,8001599000.0,,-5.31,36.3,133.84,1523347752
madcoin,Madcoin,MDC,921,0.00520611,0.00000077,1001.52,9473.0,1819612.0,2276865.0,3942000.0,-58.42,-52.16,-33.37,1523347758
project-x,Project-X,NANOX,922,85748.8,12.75,2029.17,6711.0,0.0,1.0,,-5.39,-14.25,-16.98,1523347750
vault-coin,Vault Coin,VLTC,923,0.000134508,0.00000002,1123.03,4087.0,30385540.0,530385540.0,1000000000.0,0.19,-5.72,16.91,1523347749
ulatech,Ulatech,ULA,924,0.0180241,0.00000268,670.813,3842.0,213187.0,54213187.0,90000000.0,0.6,-3.03,-76.03,1523347753
tristar-coin,Tristar Coin,TSTR,925,0.000605286,0.00000009,6326.31,3043.0,5027857.0,255027857.0,,19.05,112.15,113.12,1523347750
harmonycoin-hmc,HarmonyCoin,HMC,926,0.00513034,0.00000076,5046.75,2879.0,561235.0,33565561235.0,67130000000.0,0.17,1.34,-0.25,1523347752
caliphcoin,CaliphCoin,CALC,927,0.000269016,0.00000004,1500.51,1789.0,6651808.0,148677180.0,189000000.0,0.17,-23.51,-28.06,1523347747
digital-money-bits,Digital Money Bits,DMB,928,0.00269016,0.00000040,793.834,1133.0,421300.0,10421300.0,50000000.0,0.17,14.29,4.16,1523347750
poly-ai,POLY AI,AI,929,0.000388952,0.00000006,2408.81,888.0,2281981.0,29000000.0,,16.57,-18.55,-37.77,1523347757
cobinhood,Cobinhood,COB,930,0.0832379,0.00001238,130.097,30140498.0,362100652.0,1000000000.0,,-0.08,23.07,7.86,1523347754
xpa,XPA,XPA,931,0.181944,0.00002705,400.223,10403149.0,57177751.0,10000000000.0,,3.1,38.96,-49.69,1523347754
hedge,Hedge,HDG,932,2.5034,0.00037223,27.8118,9286799.0,3709674.0,5100033.0,,0.01,-32.21,157.48,1523347754
nvo,NVO,NVST,933,0.535086,0.00007956,53.5086,8026290.0,15000000.0,15000000.0,,-0.08,-17.23,-21.67,1523347752
ecobit,Ecobit,ECOB,934,0.0168145,0.00000250,49.22,7473111.0,444444444.0,8888888888.0,,5.67,3.25,1.74,1523347751
